day,ts,h_0,h_1,h_2,h_3,h_4,h_5,h_6,h_7,h_8,h_9,h_10,h_11,h_12,h_13,h_14,h_15,h_16,h_17,h_18,h_19,h_20,h_21,h_22,h_23
2016-05-09,1462752000,0.11406518010291596,0.08279456392663939,0.06392663939833751,0.0632669217574878,0.06174957118353345,0.08378414038791397,0.12343317060298192,0.2171790473677266,0.2550468399525003,0.27760918326956063,0.29575141839292785,0.30901174297400713,0.30683467475920306,0.3060430135901834,0.3086818841535823,0.3030083124422747,0.29456392663939834,0.2931785195936139,0.292980604301359,0.2913972819633197,0.28948410080485554,0.3179179311254783,0.2895500725689405,0.23492545190658398
2016-05-10,1462838400,0.17119672780050138,0.13266921757487796,0.10608259664863438,0.09691252144082332,0.0951312838105291,0.10878743897611823,0.1518670009236047,0.2253595461142631,0.26461274574482124,0.28592162554426703,0.295421559572503,0.30248053832959493,0.30459163478031404,0.316268637023354,0.3171922417205436,0.3229977569600211,0.3136957382240401,0.31659849584377886,0.318577648766328,0.31686238290011876,0.3061089853542684,0.32062277345296214,0.309341601794432,0.24468927299115978
2016-05-11,1462924800,0.17574877952236442,0.13128381052909355,0.10284998020847078,0.08437788626467872,0.08312442274706426,0.09348198970840481,0.1378809869375907,0.21328671328671328,0.25478295289616043,0.2623037340018472,0.2762237762237762,0.28974798786119543,0.3074943924000528,0.32194220873466156,0.3337511545058715,0.33797334740730967,0.33573030742842064,0.341865681488323,0.34199762501649295,0.33355323921361657,0.32807758279456395,0.34146985090381315,0.32517482517482516,0.25742182345955933
2016-05-12,1463011200,0.18749175352948938,0.13953028103971502,0.10654439899722919,0.09005145797598628,0.09057923208866606,0.09579100145137881,0.13959625280379998,0.2113735321282491,0.2616440163609975,0.2839424726217179,0.3054492677134187,0.3299247921889431,0.3476711967278005,0.36390025069270354,0.37966750230901175,0.38382372344636495,0.38567093284074416,0.38290011874917534,0.37208074943924,0.3617231824778995,0.34945243435809475,0.35506003430531735,0.34265734265734266,0.26619606808286056
2016-05-13,1463097600,0.19897084048027444,0.14540176804327748,0.10080485552183666,0.09051326032458108,0.08088138276817522,0.08206887452170471,0.1258081541100409,0.1888111888111888,0.22964771077978624,0.2502309011742974,0.2592030610898535,0.27826890091041034,0.28123763029423404,0.2979944583718169,0.2950257289879931,0.293046576065444,0.28684523024145664,0.2867132867132867,0.27411267977305714,0.253463517614461,0.2260192637551128,0.23941153186436206,0.23855389893125742,0.18458899590975061
2016-05-14,1463184000,0.13003034701147909,0.08088138276817522,0.06016624884549413,0.037076131415754054,0.03582266789813959,0.03555878084179971,0.05205172186304262,0.07131547697585433,0.10515899195144478,0.1477107797862515,0.17561683599419448,0.19389101464573164,0.19547433698377095,0.19250560759994723,0.18498482649426046,0.1835334476843911,0.17251616308220083,0.17456128776883495,0.17594669481461933,0.18148832299775697,0.18102652064916216,0.1965298852091305,0.1946167040506663,0.15780445969125215
2016-05-15,1463270400,0.12290539649030215,0.09031534503232616,0.07540572634912257,0.06049610766591899,0.05343712890882702,0.0660377358490566,0.07989180630690065,0.0899854862119013,0.1155825306768703,0.15707877028631745,0.1695474336983771,0.16921757487795225,0.16525926903285393,0.15984958437788627,0.15556141971236312,0.14368650217706821,0.13867264810661037,0.14157540572634914,0.15133922681092493,0.15602322206095792,0.1684259137089326,0.20207151339226812,0.2260852355191978,0.19329726876896688
2016-05-16,1463356800,0.1481725821348463,0.12257553766987729,0.10614856841271936,0.1107006201345824,0.12356511413115187,0.15411004090249372,0.21519989444517745,0.2935083784140388,0.3334872674495316,0.332563662752342,0.3237894181290408,0.31620266525926904,0.3107929806043014,0.29601530544926774,0.28710911729779653,0.26566829397018077,0.2580155693363241,0.2521440823327616,0.24554690592426442,0.23908167304393718,0.24033513656155164,0.2725293574350178,0.2692967409948542,0.213946430927563
2016-05-17,1463443200,0.15707877028631745,0.1181554294761842,0.09546114263095395,0.08457580155693363,0.08589523683863307,0.10219026256762105,0.153450323261644,0.23598100013194354,0.28130360205831906,0.29561947486475787,0.2986541760126666,0.30670273123103314,0.30564718300567356,0.297664599551392,0.29845626072041165,0.28334872674495315,0.27503628447024675,0.2638870563398865,0.2611162422483177,0.25887320226942867,0.26705370101596515,0.2915951972555746,0.28922021374851564,0.23664071777279325
2016-05-18,1463529600,0.17251616308220083,0.13392268109249242,0.10878743897611823,0.09988125082464705,0.09295421559572503,0.10819369309935348,0.15681488322997758,0.22898799313893653,0.2694946562871091,0.28011611030478956,0.2843383032062277,0.2900118749175353,0.2911333949069798,0.2894181290407706,0.2864493996569468,0.27246338567093287,0.2653384351497559,0.2616440163609975,0.2618419316532524,0.25524475524475526,0.25155033645599684,0.26665787043145533,0.2753661432906716,0.21869639794168097
